day,category,total_households,total_couponed,total_non_couponed,coupon_rate,without_coupon_rate
316,pasta,2420,16,2923,0.54,99.46
27,pasta,2419,38,2915,1.29,98.71
474,pasta,2419,23,2874,0.79,99.21
633,pasta,2419,16,2862,0.56,99.44
245,pasta sauce,2418,43,3062,1.38,98.62
388,pasta,2416,9,2916,0.31,99.69
231,pasta sauce,2415,17,2888,0.59,99.41
544,pasta,2413,1,2901,0.03,99.97
434,pasta sauce,2410,192,2814,6.39,93.61
202,pasta,2410,7,2879,0.24,99.76
678,pasta,2410,7,2877,0.24,99.76
42,pasta sauce,2409,275,2634,9.45,90.55
305,pasta sauce,2409,175,3071,5.39,94.61
88,pasta,2409,48,2818,1.67,98.33
9,pasta,2409,10,2825,0.35,99.65
303,pasta sauce,2408,132,3031,4.17,95.83
71,pasta sauce,2408,107,2776,3.71,96.29
261,pasta,2408,5,2854,0.17,99.83
436,pasta sauce,2407,99,2976,3.22,96.78
599,pasta sauce,2407,67,3015,2.17,97.83
224,pasta sauce,2406,38,2888,1.30,98.70
412,pasta,2402,18,2859,0.63,99.37
275,pasta,2401,15,2854,0.52,99.48
345,pasta,2399,4,2818,0.14,99.86
49,pasta sauce,2397,110,2880,3.68,96.32
381,pasta,2397,2,2840,0.07,99.93
475,pasta,2395,15,2881,0.52,99.48
643,pasta,2395,12,2894,0.41,99.59
170,pasta sauce,2394,15,2836,0.53,99.47
214,pasta,2393,19,2796,0.67,99.33
455,pasta sauce,2391,82,2880,2.77,97.23
648,pasta,2391,17,2766,0.61,99.39
573,pasta,2391,0,2871,0.00,100.00
462,pasta sauce,2390,133,2884,4.41,95.59
653,pasta sauce,2390,46,2934,1.54,98.46
240,pasta sauce,2390,34,2990,1.12,98.88
145,pasta,2390,21,2792,0.75,99.25
584,pasta sauce,2389,30,2984,1.00,99.00
60,pasta,2386,30,2778,1.07,98.93
506,pasta sauce,2385,37,2792,1.31,98.69
433,pasta,2382,17,2876,0.59,99.41
706,pasta,2382,8,2861,0.28,99.72
287,pasta sauce,2379,99,2820,3.39,96.61
705,pasta,2378,14,2856,0.49,99.51
612,pasta,2374,10,2816,0.35,99.65
90,pasta,2373,50,2796,1.76,98.24
13,pasta,2373,14,2821,0.49,99.51
123,pasta,2372,69,2677,2.51,97.49
423,pasta,2372,14,2809,0.50,99.50
697,pasta,2371,10,2835,0.35,99.65
489,pasta,2369,13,2695,0.48,99.52
719,pasta,2368,1,2821,0.04,99.96
213,pasta,2367,7,2767,0.25,99.75
140,pasta sauce,2365,61,2734,2.18,97.82
650,pasta,2365,7,2783,0.25,99.75
500,pasta,2364,12,2825,0.42,99.58
372,pasta sauce,2363,51,2793,1.79,98.21
56,pasta sauce,2362,100,2832,3.41,96.59
330,pasta sauce,2359,36,2849,1.25,98.75
646,pasta sauce,2359,31,2869,1.07,98.93
338,pasta,2358,3,2749,0.11,99.89
556,pasta,2357,4,2826,0.14,99.86
655,pasta sauce,2355,97,2825,3.32,96.68
380,pasta sauce,2355,54,2908,1.82,98.18
306,pasta sauce,2354,166,3106,5.07,94.93
727,pasta,2354,7,2814,0.25,99.75
699,pasta,2353,7,2816,0.25,99.75
199,pasta,2352,8,2773,0.29,99.71
598,pasta sauce,2351,42,2940,1.41,98.59
614,pasta,2351,10,2747,0.36,99.64
419,pasta,2350,12,2813,0.42,99.58
566,pasta,2349,0,2770,0.00,100.00
430,pasta,2348,7,2809,0.25,99.75
317,pasta,2347,18,2810,0.64,99.36
233,pasta sauce,2347,11,2849,0.38,99.62
684,pasta,2347,10,2876,0.35,99.65
83,pasta sauce,2345,122,3297,3.57,96.43
443,pasta sauce,2345,87,2746,3.07,96.93
178,pasta,2344,12,2753,0.43,99.57
640,pasta,2344,6,2857,0.21,99.79
426,pasta,2343,20,2785,0.71,99.29
241,pasta,2342,11,2821,0.39,99.61
333,pasta,2342,11,2861,0.38,99.62
692,pasta,2341,11,2795,0.39,99.61
720,pasta,2341,8,2816,0.28,99.72
521,pasta sauce,2340,24,2790,0.85,99.15
682,pasta,2340,16,2770,0.57,99.43
535,pasta sauce,2339,33,2830,1.15,98.85
585,pasta sauce,2335,37,2952,1.24,98.76
207,pasta,2335,21,2739,0.76,99.24
270,pasta,2335,14,2835,0.49,99.51
711,pasta,2335,13,2785,0.46,99.54
563,pasta,2335,0,2764,0.00,100.00
67,pasta,2334,81,2654,2.96,97.04
503,pasta,2332,7,2837,0.25,99.75
274,pasta sauce,2331,100,2718,3.55,96.45
59,pasta,2330,31,2693,1.14,98.86
301,pasta sauce,2329,76,2785,2.66,97.34
487,pasta,2328,11,2717,0.40,99.60
136,pasta,2327,34,2744,1.22,98.78
530,pasta sauce,2327,33,2878,1.13,98.87
112,pasta sauce,2326,126,2791,4.32,95.68
564,pasta sauce,2326,121,2748,4.22,95.78
82,pasta,2323,42,2829,1.46,98.54
269,pasta,2323,9,2786,0.32,99.68
234,pasta,2320,18,2717,0.66,99.34
632,pasta sauce,2318,81,2740,2.87,97.13
53,pasta,2318,42,2723,1.52,98.48
222,pasta,2318,13,2732,0.47,99.53
358,pasta sauce,2318,10,2792,0.36,99.64
685,pasta,2316,10,2790,0.36,99.64
70,pasta sauce,2315,122,2706,4.31,95.69
450,pasta sauce,2315,52,2769,1.84,98.16
577,pasta,2315,4,2748,0.15,99.85
608,pasta,2314,11,2750,0.40,99.60
326,pasta,2313,19,2833,0.67,99.33
502,pasta,2313,3,2758,0.11,99.89
258,pasta,2312,13,2709,0.48,99.52
348,pasta,2312,2,2756,0.07,99.93
498,pasta sauce,2311,43,2723,1.55,98.45
82,pasta sauce,2310,82,3297,2.43,97.57
143,pasta,2309,18,2709,0.66,99.34
689,pasta,2309,8,2809,0.28,99.72
109,pasta sauce,2308,249,2582,8.80,91.20
471,pasta sauce,2307,91,2809,3.14,96.86
486,pasta,2307,14,2689,0.52,99.48
488,pasta,2305,22,2606,0.84,99.16
161,pasta,2304,28,2668,1.04,98.96
444,pasta,2304,15,2704,0.55,99.45
256,pasta,2304,13,2676,0.48,99.52
396,pasta,2302,10,2662,0.37,99.63
676,pasta,2300,11,2750,0.40,99.60
479,pasta,2297,17,2673,0.63,99.37
286,pasta,2293,6,2749,0.22,99.78
657,pasta,2290,4,2715,0.15,99.85
726,pasta,2289,7,2770,0.25,99.75
403,pasta,2288,17,2652,0.64,99.36
611,pasta sauce,2287,115,2719,4.06,95.94
410,pasta sauce,2287,97,2674,3.50,96.50
570,pasta,2287,0,2690,0.00,100.00
478,pasta sauce,2284,99,2705,3.53,96.47
325,pasta,2284,12,2800,0.43,99.57
466,pasta,2283,17,2747,0.62,99.38
264,pasta,2283,11,2663,0.41,99.59
95,pasta,2282,47,2658,1.74,98.26
395,pasta,2282,9,2720,0.33,99.67
323,pasta sauce,2280,52,2717,1.88,98.12
266,pasta sauce,2280,38,2710,1.38,98.62
193,pasta,2280,19,2703,0.70,99.30
200,pasta sauce,2279,93,2625,3.42,96.58
458,pasta,2279,28,2686,1.03,98.97
447,pasta,2279,17,2731,0.62,99.38
209,pasta,2279,10,2667,0.37,99.63
413,pasta sauce,2277,60,2715,2.16,97.84
607,pasta,2277,13,2724,0.47,99.53
347,pasta,2277,5,2696,0.19,99.81
1,pasta sauce,2275,50,2644,1.86,98.14
565,pasta,2275,0,2744,0.00,100.00
491,pasta sauce,2273,66,2658,2.42,97.58
247,pasta sauce,2273,36,2858,1.24,98.76
295,pasta,2273,12,2679,0.45,99.55
206,pasta,2273,3,2682,0.11,99.89
642,pasta,2272,10,2699,0.37,99.63
17,pasta,2272,5,2707,0.18,99.82
365,pasta sauce,2272,3,2721,0.11,99.89
630,pasta sauce,2271,115,2696,4.09,95.91
529,pasta sauce,2268,51,2765,1.81,98.19
108,pasta,2268,36,2641,1.34,98.66
497,pasta,2268,10,2596,0.38,99.62
192,pasta,2268,7,2709,0.26,99.74
205,pasta sauce,2267,27,2709,0.99,99.01
629,pasta,2267,2,2719,0.07,99.93
282,pasta sauce,2266,71,2647,2.61,97.39
76,pasta,2266,61,2589,2.30,97.70
61,pasta,2265,27,2629,1.02,98.98
637,pasta sauce,2263,140,2679,4.97,95.03
409,pasta,2262,12,2652,0.45,99.55
509,pasta,2260,14,2654,0.52,99.48
305,pasta,2260,13,2701,0.48,99.52
110,pasta,2259,34,2649,1.27,98.73
118,pasta,2256,51,2583,1.94,98.06
91,pasta sauce,2256,49,2923,1.65,98.35
429,pasta sauce,2254,123,2613,4.50,95.50
75,pasta,2253,40,2572,1.53,98.47
654,pasta,2252,3,2607,0.11,99.89
252,pasta sauce,2250,54,2783,1.90,98.10
352,pasta,2248,1,2618,0.04,99.96
701,pasta sauce,2247,14,2775,0.50,99.50
237,pasta,2247,13,2653,0.49,99.51
618,pasta sauce,2246,71,2660,2.60,97.40
353,pasta,2246,4,2647,0.15,99.85
26,pasta,2245,26,2655,0.97,99.03
101,pasta,2245,20,2655,0.75,99.25
364,pasta sauce,2244,5,2724,0.18,99.82
116,pasta,2243,45,2543,1.74,98.26
688,pasta sauce,2243,12,2742,0.44,99.56
73,pasta,2242,50,2576,1.90,98.10
11,pasta,2241,14,2588,0.54,99.46
704,pasta sauce,2240,13,2815,0.46,99.54
257,pasta,2237,4,2629,0.15,99.85
667,pasta sauce,2236,32,2724,1.16,98.84
543,pasta sauce,2235,111,2697,3.95,96.05
593,pasta,2235,8,2692,0.30,99.70
457,pasta sauce,2234,89,2611,3.30,96.70
86,pasta sauce,2234,52,2861,1.79,98.21
223,pasta,2234,44,2633,1.64,98.36
74,pasta sauce,2233,200,2534,7.32,92.68
289,pasta sauce,2233,77,2691,2.78,97.22
460,pasta,2232,26,2629,0.98,99.02
8,pasta sauce,2232,25,2602,0.95,99.05
691,pasta,2232,13,2650,0.49,99.51
177,pasta sauce,2232,13,2669,0.48,99.52
354,pasta sauce,2232,7,2695,0.26,99.74
124,pasta,2231,55,2558,2.10,97.90
25,pasta sauce,2230,109,2719,3.85,96.15
111,pasta,2230,40,2647,1.49,98.51
628,pasta,2229,2,2668,0.07,99.93
432,pasta,2228,6,2641,0.23,99.77
4,pasta,2226,12,2646,0.45,99.55
198,pasta,2226,5,2610,0.19,99.81
48,pasta,2222,17,2643,0.64,99.36
89,pasta,2219,51,2644,1.89,98.11
310,pasta,2219,16,2619,0.61,99.39
383,pasta,2218,5,2649,0.19,99.81
332,pasta,2217,10,2674,0.37,99.63
696,pasta,2217,4,2641,0.15,99.85
134,pasta sauce,2216,68,2529,2.62,97.38
384,pasta,2215,3,2682,0.11,99.89
228,pasta sauce,2214,25,2665,0.93,99.07
51,pasta sauce,2213,68,2645,2.51,97.49
394,pasta sauce,2213,53,2571,2.02,97.98
594,pasta,2213,10,2677,0.37,99.63
314,pasta,2212,12,2637,0.45,99.55
77,pasta sauce,2211,82,2661,2.99,97.01
62,pasta,2210,17,2583,0.65,99.35
664,pasta,2210,5,2659,0.19,99.81
35,pasta sauce,2209,67,2547,2.56,97.44
587,pasta sauce,2209,45,2794,1.59,98.41
259,pasta sauce,2209,34,2692,1.25,98.75
194,pasta,2209,14,2591,0.54,99.46
119,pasta sauce,2207,114,2519,4.33,95.67
425,pasta sauce,2205,93,2661,3.38,96.62
309,pasta sauce,2205,59,2596,2.22,97.78
171,pasta sauce,2205,11,2638,0.42,99.58
710,pasta,2203,7,2635,0.26,99.74
168,pasta sauce,2202,18,2586,0.69,99.31
37,pasta sauce,2200,195,2444,7.39,92.61
411,pasta,2200,15,2623,0.57,99.43
698,pasta,2200,11,2655,0.41,99.59
499,pasta sauce,2199,52,2539,2.01,97.99
418,pasta,2199,11,2612,0.42,99.58
98,pasta sauce,2198,67,2652,2.46,97.54
216,pasta,2198,9,2611,0.34,99.66
150,pasta,2197,22,2518,0.87,99.13
335,pasta,2197,12,2614,0.46,99.54
344,pasta sauce,2196,20,2619,0.76,99.24
605,pasta sauce,2194,77,2695,2.78,97.22
319,pasta sauce,2193,78,2569,2.95,97.05
622,pasta sauce,2191,94,2616,3.47,96.53
12,pasta,2191,10,2574,0.39,99.61
40,pasta,2190,29,2553,1.12,98.88
672,pasta sauce,2190,29,2633,1.09,98.91
115,pasta,2189,40,2475,1.59,98.41
636,pasta,2188,13,2589,0.50,99.50
318,pasta,2187,7,2658,0.26,99.74
606,pasta sauce,2183,112,2667,4.03,95.97
601,pasta sauce,2180,72,2725,2.57,97.43
686,pasta sauce,2180,31,2676,1.15,98.85
39,pasta,2180,29,2576,1.11,98.89
712,pasta,2180,14,2583,0.54,99.46
249,pasta,2180,11,2524,0.43,99.57
671,pasta,2180,4,2595,0.15,99.85
291,pasta sauce,2179,181,2520,6.70,93.30
468,pasta,2179,16,2703,0.59,99.41
253,pasta sauce,2178,33,2538,1.28,98.72
545,pasta sauce,2177,100,2614,3.68,96.32
52,pasta,2177,36,2540,1.40,98.60
635,pasta,2176,11,2596,0.42,99.58
700,pasta sauce,2176,11,2644,0.41,99.59
107,pasta sauce,2175,101,2527,3.84,96.16
137,pasta sauce,2171,105,2444,4.12,95.88
307,pasta sauce,2170,150,2869,4.97,95.03
117,pasta,2170,41,2489,1.62,98.38
100,pasta sauce,2170,40,2558,1.54,98.46
716,pasta,2170,0,2565,0.00,100.00
236,pasta,2169,14,2495,0.56,99.44
467,pasta,2169,14,2611,0.53,99.47
19,pasta,2168,11,2569,0.43,99.57
695,pasta sauce,2168,8,2627,0.30,99.70
55,pasta,2167,26,2575,1.00,99.00
656,pasta,2166,5,2559,0.20,99.80
669,pasta,2166,5,2590,0.19,99.81
66,pasta,2165,46,2447,1.85,98.15
133,pasta,2165,23,2499,0.91,99.09
32,pasta,2164,29,2500,1.15,98.85
724,pasta sauce,2163,10,2700,0.37,99.63
255,pasta,2163,8,2545,0.31,99.69
296,pasta sauce,2162,63,2607,2.36,97.64
242,pasta,2162,28,2567,1.08,98.92
215,pasta,2161,15,2554,0.58,99.42
122,pasta,2160,21,2495,0.83,99.17
675,pasta,2160,9,2526,0.36,99.64
3,pasta,2160,7,2565,0.27,99.73
65,pasta sauce,2159,71,2591,2.67,97.33
135,pasta sauce,2156,49,2509,1.92,98.08
709,pasta sauce,2156,14,2610,0.53,99.47
363,pasta,2155,5,2542,0.20,99.80
555,pasta sauce,2154,57,2601,2.14,97.86
461,pasta,2154,19,2553,0.74,99.26
621,pasta,2154,10,2549,0.39,99.61
103,pasta,2153,56,2539,2.16,97.84
97,pasta,2153,34,2548,1.32,98.68
368,pasta,2152,8,2517,0.32,99.68
44,pasta sauce,2149,81,2530,3.10,96.90
268,pasta sauce,2149,18,2536,0.70,99.30
649,pasta,2149,4,2487,0.16,99.84
329,pasta sauce,2148,50,2608,1.88,98.12
537,pasta sauce,2148,30,2672,1.11,98.89
661,pasta sauce,2147,27,2694,0.99,99.01
639,pasta sauce,2146,53,2521,2.06,97.94
446,pasta,2143,23,2532,0.90,99.10
513,pasta sauce,2142,33,2558,1.27,98.73
389,pasta sauce,2141,43,2626,1.61,98.39
522,syrups,2140,42,2235,1.84,98.16
201,pasta,2138,2,2502,0.08,99.92
125,pasta,2135,56,2452,2.23,97.77
362,pasta,2134,12,2536,0.47,99.53
375,pasta,2134,11,2511,0.44,99.56
485,pasta sauce,2133,62,2495,2.42,97.58
208,pasta,2131,18,2503,0.71,99.29
212,pasta sauce,2130,40,2497,1.58,98.42
586,pasta sauce,2130,18,2776,0.64,99.36
324,pasta sauce,2126,34,2572,1.30,98.70
299,pasta,2126,17,2475,0.68,99.32
226,pasta sauce,2125,10,2518,0.40,99.60
377,pasta,2125,6,2537,0.24,99.76
340,pasta,2124,6,2525,0.24,99.76
342,pasta,2123,3,2515,0.12,99.88
298,pasta,2122,15,2513,0.59,99.41
405,pasta,2122,5,2491,0.20,99.80
68,pasta,2121,53,2461,2.11,97.89
277,pasta,2121,12,2512,0.48,99.52
102,pasta,2120,41,2462,1.64,98.36
306,pasta,2119,14,2533,0.55,99.45
620,pasta,2119,8,2551,0.31,99.69
221,pasta sauce,2118,28,2547,1.09,98.91
417,pasta sauce,2116,48,2545,1.85,98.15
361,pasta,2116,21,2460,0.85,99.15
334,pasta,2116,2,2568,0.08,99.92
94,pasta,2115,33,2461,1.32,98.68
703,pasta sauce,2114,5,2671,0.19,99.81
157,syrups,2113,59,2215,2.59,97.41
227,pasta,2112,10,2500,0.40,99.60
127,pasta sauce,2110,93,2368,3.78,96.22
275,pasta sauce,2110,82,2479,3.20,96.80
591,pasta sauce,2109,35,2541,1.36,98.64
725,pasta sauce,2109,19,2618,0.72,99.28
369,pasta,2108,6,2482,0.24,99.76
370,pasta,2107,5,2504,0.20,99.80
373,pasta sauce,2105,50,2517,1.95,98.05
38,pasta,2105,16,2465,0.64,99.36
398,pasta,2104,16,2468,0.64,99.36
717,pasta sauce,2103,9,2614,0.34,99.66
27,pasta sauce,2102,219,2478,8.12,91.88
633,pasta sauce,2102,75,2535,2.87,97.13
24,pasta sauce,2101,77,2577,2.90,97.10
465,pasta,2101,14,2525,0.55,99.45
538,pasta sauce,2099,34,2523,1.33,98.67
339,pasta,2099,1,2470,0.04,99.96
634,pasta sauce,2097,104,2523,3.96,96.04
220,pasta,2096,16,2422,0.66,99.34
674,pasta sauce,2096,10,2539,0.39,99.61
490,pasta sauce,2095,87,2436,3.45,96.55
658,pasta sauce,2095,39,2580,1.49,98.51
388,pasta sauce,2094,28,2661,1.04,98.96
331,pasta sauce,2094,20,2542,0.78,99.22
359,pasta sauce,2093,5,2491,0.20,99.80
45,pasta sauce,2092,82,2506,3.17,96.83
423,pasta sauce,2091,123,2512,4.67,95.33
321,pasta,2090,11,2559,0.43,99.57
10,pasta,2090,8,2457,0.32,99.68
248,pasta,2089,8,2470,0.32,99.68
670,pasta,2088,8,2506,0.32,99.68
493,syrups,2086,39,2213,1.73,98.27
523,syrups,2085,40,2212,1.78,98.22
576,pasta sauce,2085,17,2513,0.67,99.33
437,pasta sauce,2084,90,2600,3.35,96.65
30,pasta sauce,2084,44,2441,1.77,98.23
626,pasta,2084,4,2496,0.16,99.84
523,pasta sauce,2082,28,2476,1.12,98.88
219,pasta sauce,2080,24,2457,0.97,99.03
357,pasta sauce,2077,8,2502,0.32,99.68
360,pasta,2076,10,2453,0.41,99.59
397,pasta,2075,12,2440,0.49,99.51
276,pasta,2075,6,2484,0.24,99.76
526,pasta,2075,5,2411,0.21,99.79
6,pasta,2074,12,2494,0.48,99.52
328,pasta,2073,5,2492,0.20,99.80
312,pasta,2072,14,2393,0.58,99.42
367,pasta,2072,10,2434,0.41,99.59
243,pasta,2070,15,2481,0.60,99.40
284,pasta,2070,11,2434,0.45,99.55
416,pasta sauce,2069,31,2461,1.24,98.76
663,pasta,2068,5,2470,0.20,99.80
648,pasta sauce,2066,58,2495,2.27,97.73
280,pasta sauce,2064,87,2424,3.46,96.54
20,pasta sauce,2063,67,2567,2.54,97.46
408,pasta sauce,2063,26,2405,1.07,98.93
327,pasta,2063,14,2517,0.55,99.45
31,pasta,2063,11,2365,0.46,99.54
230,pasta,2063,6,2416,0.25,99.75
173,pasta sauce,2061,14,2436,0.57,99.43
60,pasta sauce,2058,171,2463,6.49,93.51
304,pasta sauce,2055,94,2643,3.43,96.57
355,pasta,2055,1,2388,0.04,99.96
647,pasta sauce,2054,37,2516,1.45,98.55
625,pasta sauce,2051,91,2433,3.61,96.39
263,pasta sauce,2051,56,2380,2.30,97.70
2,pasta sauce,2051,44,2361,1.83,98.17
600,pasta sauce,2050,42,2553,1.62,98.38
542,pasta sauce,2048,73,2468,2.87,97.13
402,pasta,2047,16,2387,0.67,99.33
297,pasta,2047,5,2374,0.21,99.79
244,pasta,2045,21,2465,0.84,99.16
374,pasta,2044,8,2393,0.33,99.67
279,pasta,2042,11,2426,0.45,99.55
381,pasta sauce,2041,45,2492,1.77,98.23
47,pasta,2040,12,2497,0.48,99.52
304,pasta,2040,11,2415,0.45,99.55
262,pasta,2039,7,2373,0.29,99.71
714,pasta sauce,2039,5,2524,0.20,99.80
578,pasta sauce,2038,51,2468,2.02,97.98
17,pasta sauce,2038,49,2517,1.91,98.09
404,pasta,2038,8,2352,0.34,99.66
251,pasta,2037,6,2403,0.25,99.75
668,pasta,2037,4,2481,0.16,99.84
544,pasta sauce,2036,85,2418,3.40,96.60
290,pasta,2036,10,2425,0.41,99.59
87,pasta sauce,2033,44,2644,1.64,98.36
401,pasta sauce,2033,33,2381,1.37,98.63
283,pasta,2033,9,2376,0.38,99.62
472,pasta sauce,2026,46,2487,1.82,98.18
166,pasta,2026,5,2341,0.21,99.79
165,pasta sauce,2025,96,2283,4.04,95.96
612,pasta sauce,2023,89,2413,3.56,96.44
682,pasta sauce,2022,15,2445,0.61,99.39
129,syrups,2021,69,2092,3.19,96.81
160,pasta,2019,10,2314,0.43,99.57
181,pasta sauce,2019,10,2492,0.40,99.60
619,pasta,2019,8,2382,0.33,99.67
464,pasta sauce,2018,51,2440,2.05,97.95
654,pasta sauce,2017,33,2466,1.32,98.68
650,pasta sauce,2016,43,2576,1.64,98.36
9,pasta sauce,2016,22,2332,0.93,99.07
5,pasta,2015,11,2366,0.46,99.54
677,pasta,2015,9,2424,0.37,99.63
480,pasta sauce,2013,154,2349,6.15,93.85
158,syrups,2013,58,2084,2.71,97.29
59,pasta sauce,2012,96,2429,3.80,96.20
527,pasta sauce,2011,30,2377,1.25,98.75
343,pasta sauce,2011,26,2444,1.05,98.95
351,pasta,2010,0,2289,0.00,100.00
320,pasta,2009,6,2490,0.24,99.76
54,pasta,2005,18,2345,0.76,99.24
481,pasta sauce,2003,115,2411,4.55,95.45
336,pasta sauce,2003,19,2444,0.77,99.23
345,pasta sauce,2002,26,2351,1.09,98.91
520,pasta sauce,2001,27,2398,1.11,98.89
300,pasta,2001,7,2387,0.29,99.71
163,pasta sauce,1998,45,2320,1.90,98.10
414,pasta sauce,1998,29,2422,1.18,98.82
43,pasta sauce,1997,149,2330,6.01,93.99
